Category:,Brief Description:,Extended Description:,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,In Reference Data Location:,Reference Name:,Reference URL:
Uncategorised,6FDA-TADPO PYRR,"polypyrrolone of 2,2-bis(3,4-dicaroxyphenyl) hexaflouropropane dianhydride and tetraaminodiphenyl ether",89,,7.9,1.2,27.6,0.54,,,,,,,,,,,Walker 1991,http://www.sciencedirect.com/science/article/pii/S0376738800823297
Uncategorized,PEBA,co2 in dry state,,,,,51.5,,,,,,,,,,,,Shen 2016,http://dx.doi.org/10.1016/j.memsci.2016.04.045
Uncategorized,UiO-66-PEBA,co2 in dry state,,,,,96.3,,,,,,,,,,,,Shen 2016,http://dx.doi.org/10.1016/j.memsci.2016.04.045
Uncategorized,UiO-66-PEBA-NH2,co2 in dry state,,,,,87,,,,,,,,,,,,Shen 2016,http://dx.doi.org/10.1016/j.memsci.2016.04.045
Uncategorized,PEBA,co2 in humid state,,,,,71.6,,,,,,,,,,,,Shen 2016,http://dx.doi.org/10.1016/j.memsci.2016.04.045
Uncategorized,UiO-66-PEBA,co2 in humid state,,,,,139.7,,,,,,,,,,,,Shen 2016,http://dx.doi.org/10.1016/j.memsci.2016.04.045
Uncategorized,UiO-66-PEBA-NH2,co2 in humid state,,,,,130.2,,,,,,,,,,,,Shen 2016,http://dx.doi.org/10.1016/j.memsci.2016.04.045
Uncategorized,S-PEEK(H),S-PEEK membrane with H cation,,,,0.71,21.94,1.93,,,,,,,,,,,Khan 2011,https://doi.org/10.1016/j.memsci.2011.01.056
Uncategorized,S-PEEK(Na),S-PEEK membrane with Na cation,,,,0.43,14.99,0.88,,,,,,,,,,,Khan 2011,https://doi.org/10.1016/j.memsci.2011.01.056
Uncategorized,S-PEEK(Li),S-PEEK membrane with Li cation,,,,0.64,21.95,1.32,,,,,,,,,,,Khan 2011,https://doi.org/10.1016/j.memsci.2011.01.056
Uncategorized,S-PEEK(Mg),S-PEEK membrane with Mg cation,,,,0.46,20.32,1.07,,,,,,,,,,,Khan 2011,https://doi.org/10.1016/j.memsci.2011.01.056
Uncategorized,S-PEEK(Ba),S-PEEK membrane with Ba cation,,,,0.41,14.56,0.83,,,,,,,,,,,Khan 2011,https://doi.org/10.1016/j.memsci.2011.01.056
Uncategorized,S-PEEK(Al),S-PEEK membrane with Al cation,,,,0.59,21.46,1.08,,,,,,,,,,,Khan 2011,https://doi.org/10.1016/j.memsci.2011.01.056
Uncategorized,SAPO-17,Slicoaluminophosphate-17 ,,,,,10.39,0.206,,,,,,,,,,,Zhong 2018,https://doi.org/10.1016/j.memsci.2016.08.010
Uncategorized,AlPO-17,Aluminophosphate-17,,,,,5.13,0.198,,,,,,,,,,,Zhong 2018,https://doi.org/10.1016/j.memsci.2016.08.010
Upperbound,,,,,,,,,,,,,,,,,,,,
Various Polymers,,Poly(3-hydroxyoxetane),0.0548,0.0228,0.0038,,0.012,,,,,,,,,,,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/app.1993.070480111
Various Polymers,,Poly(ethylene/propylene(93/7 mol)-CO,0.514,,0.011,,0.0966,,,,,,,,,,,,del nobile 1993,http://dx.doi.org/10.1002/app.1993.070500717
Various Polymers,,"Poly(divinyldimethylsilane-co-1,4-bis(dimethylsilyl)benzene",10.6,,1.11,0.257,4.01,0.53,,,,,,,,,,,Rickle 1994,http://dx.doi.org/10.1002/app.1994.070510403
Various Polymers,,Poly(ethylene oxide),1.7,1.8,0.68,0.25,12,0.6,,,,,,,,,,,Lin 2004,http://www.sciencedirect.com/science/article/pii/S0376738804001218
Various Polymers,PEGDMA (n=14),,,15,4.7,1.6,95,4.8,,,,,,,,,,,Kusuma 2010,http://www.sciencedirect.com/science/article/pii/S0032386110008530
Various Polymers,,Polyoxymethylene (Delrin),,,0.09,0.024,0.45,,,,,,,,,,,,Bixler ch1 1971,
Various Polymers,,Polydimethylsilmethylene,,,99,40,,130,,,,,,,,,,,Finkelshtein 2004,
Various Polymers,,Polydimethylsiltrimethylene,,,9.5,3,,8.4,,,,,,,,,,,Finkelshtein 2004,
Various Polymers,,Poly(phenylene sulfide) (PPS) molded,5.15,,0.19,0.046,1.6,0.066,,,,,,,,,,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/polb.1993.090311114
Various Polymers,,PPS biaxially oriented film,1.81,,0.12,0.021,0.58,0.025,,,,,,,,,,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/polb.1993.090311114
Various Polymers,POZ+AgNO3+AgBF4,Poly(2-ethyl-2-oxazole) with 0% AgNO3 and 100% AgBF4,,,,,,,,,11,0.24,,,,,,,Kim 2005,http://dx.doi.org/10.1016/j.memsci.2004.09.030
Various Polymers,POZ+AgNO3+AgBF4,Poly(2-ethyl-2-oxazole) with 30% AgNO3 and 70% AgBF4,,,,,,,,,4.7,0.05,,,,,,,Kim 2005,http://dx.doi.org/10.1016/j.memsci.2004.09.030
Various Polymers,POZ+AgNO3+AgBF4,Poly(2-ethyl-2-oxazole) with 70% AgNO3 and 30% AgBF4,,,,,,,,,1,0.1,,,,,,,Kim 2005,http://dx.doi.org/10.1016/j.memsci.2004.09.030
Various Polymers,POZ+AgNO3+AgBF4,Poly(2-ethyl-2-oxazole) with 100% AgNO3 and 0% AgBF4,,,,,,,,,0.2,0.2,,,,,,,Kim 2005,http://dx.doi.org/10.1016/j.memsci.2004.09.030
Various Polymers,POZ+AgNO3+AgCF3SO3,Poly(2-ethyl-2-oxazole) with 0% AgNO3 and 100% AgCF3SO3,,,,,,,,,4.6,0.31,,,,,,,Kim 2005,http://dx.doi.org/10.1016/j.memsci.2004.09.030
Various Polymers,POZ+AgNO3+AgCF3SO3,Poly(2-ethyl-2-oxazole) with 30% AgNO3 and 70% AgCF3SO3,,,,,,,,,2.8,0.1,,,,,,,Kim 2005,http://dx.doi.org/10.1016/j.memsci.2004.09.030
Various Polymers,POZ+AgNO3+AgCF3SO3,Poly(2-ethyl-2-oxazole) with 70% AgNO3 and 30% AgCF3SO3,,,,,,,,,0.3,0.01,,,,,,,Kim 2005,http://dx.doi.org/10.1016/j.memsci.2004.09.030
Various Polymers,POZ+AgNO3+AgCF3SO3,Poly(2-ethyl-2-oxazole) with 100% AgNO3 and 0% AgCF3SO3,,,,,,,,,0.3,0.3,,,,,,,Kim 2005,http://dx.doi.org/10.1016/j.memsci.2004.09.030
Various Polymers,POZ+AgCF3SO3+AgBF4,Poly(2-ethyl-2-oxazole) with 100% AgCF3SO3 and 0% AgBF4 ,,,,,,,,,5,0.3,,,,,,,Kim 2005,http://dx.doi.org/10.1016/j.memsci.2004.09.030
Various Polymers,POZ+AgCF3SO3+AgBF4,Poly(2-ethyl-2-oxazole) with 70% AgCF3SO3 and 30% AgBF4 ,,,,,,,,,7,0.3,,,,,,,Kim 2005,http://dx.doi.org/10.1016/j.memsci.2004.09.030
Various Polymers,POZ+AgCF3SO3+AgBF4,Poly(2-ethyl-2-oxazole) with 30% AgCF3SO3 and 70% AgBF4 ,,,,,,,,,9,0.25,,,,,,,Kim 2005,http://dx.doi.org/10.1016/j.memsci.2004.09.030
Various Polymers,POZ+AgCF3SO3+AgBF4,Poly(2-ethyl-2-oxazole) with 0% AgCF3SO3 and 100% AgBF4 ,,,,,,,,,10.5,0.23,,,,,,,Kim 2005,http://dx.doi.org/10.1016/j.memsci.2004.09.030
Various Polymers,POZ+AgCF3SO3,Poly(2-ethyl-2-oxazole) with 0% AgCF3SO3,,,,,,,,,0.051,0.051,,,,,,,Kim 2002,http://dx.doi.org/10.1021/ma020179t
Various Polymers,POZ+AgCF3SO3,Poly(2-ethyl-2-oxazole) with 25% AgCF3SO3,,,,,,,,,1,0.004,,,,,,,Kim 2002,http://dx.doi.org/10.1021/ma020179t
Various Polymers,POZ+AgCF3SO3,Poly(2-ethyl-2-oxazole) with 33% AgCF3SO3,,,,,,,,,7.5,0.003,,,,,,,Kim 2002,http://dx.doi.org/10.1021/ma020179t
Various Polymers,POZ+AgCF3SO3,Poly(2-ethyl-2-oxazole) with 50% AgCF3SO3,,,,,,,,,30,0.003,,,,,,,Kim 2002,http://dx.doi.org/10.1021/ma020179t
Various Polymers,PHMV,Poly(hexa methylene vinylene),,,,,,,,,151.48,127.4,,,,,,,Kim 2004,http://dx.doi.org/10.1016/j.memsci.2004.03.013
Various Polymers,PHMV+AgBF4,Poly(hexa methylene vinylene) with 33% AgBF4,,,,,,,,,94.08,0.28,,,,,,,Kim 2004,http://dx.doi.org/10.1016/j.memsci.2004.03.013
Various Polymers,PHMV+AgClO3,Poly(hexa methylene vinylene) with 33% AgClO3,,,,,,,,,47.04,0.28,,,,,,,Kim 2004,http://dx.doi.org/10.1016/j.memsci.2004.03.013
Various Polymers,PHMV+AgCF3SO3,Poly(hexa methylene vinylene) with 33% AgCF3SO3,,,,,,,,,35.84,0.28,,,,,,,Kim 2004,http://dx.doi.org/10.1016/j.memsci.2004.03.013
Vinyl and Vinylidene Polymers,PMMA,Poly(methyl methacrylate),7.6,3.7,0.086,0.011,0.34,0.0058,,,,,,,,,,,Chiou 1987,http://dx.doi.org/10.1002/app.1987.070340314
Vinyl and Vinylidene Polymers,Atactic PMMA,Poly(methyl methacrylate),9.43,4.5,0.0911,0.0117,0.361,0.0055,,,,,,,,,,,Min 1988,http://dx.doi.org/10.1002/polb.1988.090260507
Vinyl and Vinylidene Polymers,Syndiotactic PMMA,Poly(methyl methacrylate),9.57,4.7,0.105,0.013,0.415,0.0064,,,,,,,,,,,Min 1988,http://dx.doi.org/10.1002/polb.1988.090260507
Vinyl and Vinylidene Polymers,Isotactic PMMA,Poly(methyl methacrylate),3.75,1.29,0.0168,0.0014,0.05,0.00098,,,,,,,,,,,Min 1988,http://dx.doi.org/10.1002/polb.1988.090260507
Vinyl and Vinylidene Polymers,PMA,Poly(methyl acrylate),10.6,,,0.187,6.8,0.235,,,,,,,,,,,Chiou 1985,http://dx.doi.org/10.1002/app.1985.070300322
Vinyl and Vinylidene Polymers,PMA,Poly(methyl acrylate),12.4,10.6,1.06,0.24,9.58,0.29,,,,,,,,,,,Mogri 2001,http://www.sciencedirect.com/science/article/pii/S0032386101002609
Vinyl and Vinylidene Polymers,PEA,Poly(ethyl acrylate),44,60.4,19,6.46,176,14.9,,,,,,,,,,,Mogri 2001,http://www.sciencedirect.com/science/article/pii/S0032386101002609
Vinyl and Vinylidene Polymers,PDA,Poly(decyl acrylate),57,92.7,47.6,19,261,47.8,,,,,,,,,,,Mogri 2001,http://www.sciencedirect.com/science/article/pii/S0032386101002609
Vinyl and Vinylidene Polymers,PTDA,Poly(tetradecyl acrylate),52.9,96.2,57.1,22.1,297,65.1,,,,,,,,,,,Mogri 2001,http://www.sciencedirect.com/science/article/pii/S0032386101002609
Vinyl and Vinylidene Polymers,,Polyacrylonitrile,0.53,,0.00028,0.00016,0.0018,,,,,,,,,,,,Allen 1977,http://www.sciencedirect.com/science/article/pii/S037673880083241X
Vinyl and Vinylidene Polymers,,Polymethacrylonitrile,,,0.0012,,0.0032,,,,,,,,,,,,Allen 1977,http://www.sciencedirect.com/science/article/pii/S037673880083241X
Vinyl and Vinylidene Polymers,PVDC,Poly(vinylidene chloride),,,0.0053,,0.029,,,,,,,,,,,,Allen 1977,http://www.sciencedirect.com/science/article/pii/S037673880083241X
Vinyl and Vinylidene Polymers,PVC,Poly(vinyl chloride),,,0.045,,0.16,,,,,,,,,,,,Allen 1977,http://www.sciencedirect.com/science/article/pii/S037673880083241X
Vinyl and Vinylidene Polymers,,Poly(vinylidene cyanide-alt-vinyl acetate) P(VDCN-VAc) as cast,,,0.44,0.062,,,,,,,,,,,,,Hachisuki 1988,http://dx.doi.org/10.1002/app.1988.070350518
Vinyl and Vinylidene Polymers,P(VDCN-VAc) 5 hr at 160 ºC,,,,0.16,0.0138,,,,,,,,,,,,,Hachisuki 1988,http://dx.doi.org/10.1002/app.1988.070350518
Vinyl and Vinylidene Polymers,P(VDCN-VAc) 15 hr at 160 ºC,,,,0.128,0.011,,,,,,,,,,,,,Hachisuki 1988,http://dx.doi.org/10.1002/app.1988.070350518
Vinyl and Vinylidene Polymers,PVC,Poly(vinyl chloride),2.05,1.7,0.0453,0.0118,0.157,0.0286,,,,,,,,,,,Tikhomirov 1968,http://dx.doi.org/10.1002/macp.1968.021180112
Vinyl and Vinylidene Polymers,PVC,Poly(vinyl chloride),1.2,,0.032,0.0053,0.081,,,,,,,,,,,,Shur 1976,http://dx.doi.org/10.1002/app.1976.070201116
Vinyl and Vinylidene Polymers,PVC,Poly(vinyl fluoride) (Tedlar®),0.904,0.35,0.0193,0.0015,0.0663,,,,,,,,,,,,Sweeting Chapt 15,
Vinyl and Vinylidene Polymers,PVC,Poly(vinyl fluoride) (Tedlar®),0.462,,0.0185,0.0016,0.092,,,,,,,,,,,,Fitz 1980,
Vinyl and Vinylidene Polymers,PVDF,Poly(vinylidene fluoride),1.72,0.538,0.0826,0.0223,0.517,0.02,,,,,,,,,,,El-Hibri 1986,http://dx.doi.org/10.1002/app.1986.070310817
Vinyl and Vinylidene Polymers,PVC,Poly(vinyl chloride),,,0.124,0.022,0.54,0.024,,,,,,,,,,,Tiemblo 2001,http://dx.doi.org/10.1021/ma010656s
Vinyl and Vinylidene Polymers,PVC,Poly(vinyl chloride),,1.88,0.07,0.01,0.25,,,,,,,,,,,,Bierbrauer 2010,http://www.sciencedirect.com/science/article/pii/S0376738810005004
Vinyl and Vinylidene Polymers,PVCF-9,,,3.57,0.19,0.02,0.79,,,,,,,,,,,,Bierbrauer 2010,http://www.sciencedirect.com/science/article/pii/S0376738810005004
Vinyl and Vinylidene Polymers,PVCF-18,,,5.31,0.36,0.06,1.54,0.06,,,,,,,,,,,Bierbrauer 2010,http://www.sciencedirect.com/science/article/pii/S0376738810005004
Vinyl and Vinylidene Polymers,PVCF2-4,,,5.07,0.24,0.03,0.89,,,,,,,,,,,,Bierbrauer 2010,http://www.sciencedirect.com/science/article/pii/S0376738810005004
Vinyl and Vinylidene Polymers,PVCF2-15,,,3.53,0.19,0.02,0.68,0.03,,,,,,,,,,,Bierbrauer 2010,http://www.sciencedirect.com/science/article/pii/S0376738810005004
Vinyl and Vinylidene Polymers,PVCF5-2,,,2.42,0.12,0.01,0.48,,,,,,,,,,,,Bierbrauer 2010,http://www.sciencedirect.com/science/article/pii/S0376738810005004
Vinyl and Vinylidene Polymers,PVCF5-12,,,2.77,0.14,0.02,0.57,0.03,,,,,,,,,,,Bierbrauer 2010,http://www.sciencedirect.com/science/article/pii/S0376738810005004
Vinyl and Vinylidene Polymers,PVA,Poly(vinyl acetate),12.56,9.19,0.488,,,,,,,,,,,,,,Meares 1954,http://dx.doi.org/10.1021/ja01642a015
Vinyl and Vinylidene Polymers,PEMA,Poly(ethyl methacrylate),6.89,,1.18,0.226,5.04,,,,,,,,,,,,Stannett 1965,http://dx.doi.org/10.1002/polc.5070100106
Vinyl and Vinylidene Polymers,PEMA,Poly(ethyl methacrylate),23.8,21.8,1.86,0.326,7.01,0.347,,,,,,,,,,,Chiou 1989,http://www.sciencedirect.com/science/article/pii/S0376738800808522
Vinyl and Vinylidene Polymers,,Poly(t-butyl methacrylate),74.6,62.2,4.53,0.768,15.1,0.719,,,,,,,,,,,Wright 1997,http://www.sciencedirect.com/science/article/pii/S0032386196007240
Vinyl and Vinylidene Polymers,PEEMA,,,,1.45,0.385,8.56,1.23,,,,,,,,,,,Tiemblo 2003,http://www.sciencedirect.com/science/article/pii/S003238610300171X
Vinyl and Vinylidene Polymers,PDEMA,,,,11.4,3.6,133,11.4,,,,,,,,,,,Tiemblo 2003,http://www.sciencedirect.com/science/article/pii/S003238610300171X
Vinyl and Vinylidene Polymers,PTEMA,,,,3.9,2,74.4,4.8,,,,,,,,,,,Tiemblo 2003,http://www.sciencedirect.com/science/article/pii/S003238610300171X
Vinyl and Vinylidene Polymers,PS,Polystyrene,22.4,,2.9,0.53,12.4,0.79,,,,,,,,,,,Puleo 1989,http://dx.doi.org/10.1002/polb.1989.090271116
Vinyl and Vinylidene Polymers,,Poly(α-methylstyrene),14.5,,0.82,0.15,3,0.14,,,,,,,,,,,Puleo 1989,http://dx.doi.org/10.1002/polb.1989.090271116
Vinyl and Vinylidene Polymers,,Poly(p-methylstyrene),37.1,,7.2,1.5,29.8,2.2,,,,,,,,,,,Puleo 1989,http://dx.doi.org/10.1002/polb.1989.090271116
Vinyl and Vinylidene Polymers,,Poly(p-acetoxystyrene),18.6,,3.1,0.64,16.3,0.99,,,,,,,,,,,Puleo 1989,http://dx.doi.org/10.1002/polb.1989.090271116
Vinyl and Vinylidene Polymers,,Poly(p-chlorostyrene),16.4,,1.2,0.23,4.3,0.26,,,,,,,,,,,Puleo 1989,http://dx.doi.org/10.1002/polb.1989.090271116
Vinyl and Vinylidene Polymers,,Poly(p-fluorostyrene),34.4,,4.4,0.83,17.2,1.06,,,,,,,,,,,Puleo 1989,http://dx.doi.org/10.1002/polb.1989.090271116
Vinyl and Vinylidene Polymers,,Poly(p-bromostyrene),16.4,,1.9,0.32,8.5,0.48,,,,,,,,,,,Puleo 1989,http://dx.doi.org/10.1002/polb.1989.090271116
Vinyl and Vinylidene Polymers,,Poly(p-methoxystyrene),15,,2.6,0.61,18.9,0.91,,,,,,,,,,,Puleo 1989,http://dx.doi.org/10.1002/polb.1989.090271116
Vinyl and Vinylidene Polymers,,Poly(p-t-butylstyrene),104,,35.5,8.4,140,16.7,,,,,,,,,,,Puleo 1989,http://dx.doi.org/10.1002/polb.1989.090271116
Vinyl and Vinylidene Polymers,,Poly(p-hydroxystyrene),3.4,,0.12,0.015,,,,,,,,,,,,,Puleo 1989,http://dx.doi.org/10.1002/polb.1989.090271116
Vinyl and Vinylidene Polymers,,Polystyrene,22.4,27.7,2.9,0.53,12.4,0.79,,,,,,,,,,,Khotimskii 2000,http://dx.doi.org/10.1002/1097-4628(20001128)78:9%3C1612::AID-APP60%3E3.0.CO;2-T
Vinyl and Vinylidene Polymers,,Poly(p-trimethylsilyl styrene),117,182,56,16,227,34,,,,,,,,,,,Khotimskii 2000,http://dx.doi.org/10.1002/1097-4628(20001128)78:9%3C1612::AID-APP60%3E3.0.CO;2-T
Vinyl and Vinylidene Polymers,,Poly((p-trimethylsilylmethyl styrene),46,54,14,45,56,7.8,,,,,,,,,,,Khotimskii 2000,http://dx.doi.org/10.1002/1097-4628(20001128)78:9%3C1612::AID-APP60%3E3.0.CO;2-T
Vinyl and Vinylidene Polymers,,Poly(γ-trifluoropropyldimethylsilyl styrene),95,109,38.1,11.8,284,22,,,,,,,,,,,Khotimskii 2000,http://dx.doi.org/10.1002/1097-4628(20001128)78:9%3C1612::AID-APP60%3E3.0.CO;2-T
Vinyl and Vinylidene Polymers,,Poly(vinylphenyldimethyl styrene),,,2.47,0.45,12.3,,,,,,,,,,,,Khotimskii 2000,http://dx.doi.org/10.1002/1097-4628(20001128)78:9%3C1612::AID-APP60%3E3.0.CO;2-T
Vinyl and Vinylidene Polymers,,Poly(p-t-butyl styrene),104.1,,35.5,8.4,140.1,16.7,,,,,,,,,,,Khotimskii 2000,http://dx.doi.org/10.1002/1097-4628(20001128)78:9%3C1612::AID-APP60%3E3.0.CO;2-T
Vinyl and Vinylidene Polymers,,Poly(4-(trimethylsilyl methyl) styrene),70.9,,25.9,6.6,103.5,,,,,,,,,,,,Nagasaki 1996,http://www.sciencedirect.com/science/article/pii/0376738895002367
Vinyl and Vinylidene Polymers,,Poly(4-bis(trimethylsilyl)methyl styrene),51.1,,37.7,10.1,150,,,,,,,,,,,,Nagasaki 1996,http://www.sciencedirect.com/science/article/pii/0376738895002367
Vinyl and Vinylidene Polymers,PS,Polystyrene,21.6,,1.4,0.55,11.9,0.78,,,,,,,,,,,Muruganandam 1987,http://dx.doi.org/10.1002/polb.1987.090251109
Vinyl and Vinylidene Polymers,,Styrene/acrylonitrile (13.5 wt% An),16.5,17.5,1.4,0.23,6.2,0.29,,,,,,,,,,,Chiou 1987,http://dx.doi.org/10.1002/app.1987.070340314
Vinyl and Vinylidene Polymers,,Styrene/acrylonitrile (28 wt% AN),12.5,11.8,0.62,0.105,2.8,0.11,,,,,,,,,,,Chiou 1987,http://dx.doi.org/10.1002/app.1987.070340314
Vinyl and Vinylidene Polymers,PS,Polystyrene,,24.6,2.9,0.49,14.1,0.78,,,,,,,,,,,Chen 1994,http://www.sciencedirect.com/science/article/pii/0376738894850283
Vinyl and Vinylidene Polymers,Sulfonated PS (10.5 mo% SO3-)Na,,,17,1.4,0.2,6.6,0.3,,,,,,,,,,,Chen 1994,http://www.sciencedirect.com/science/article/pii/0376738894850283
Vinyl and Vinylidene Polymers,Sulfonated PS (10.5 mo% SO3-)Mg,,,13.9,1.1,0.14,5.4,0.18,,,,,,,,,,,Chen 1994,http://www.sciencedirect.com/science/article/pii/0376738894850283
Vinyl and Vinylidene Polymers,Sulfonated PS (27.5 mo% SO3-)Na,,,7.8,0.59,0.062,2.9,0.059,,,,,,,,,,,Chen 1994,http://www.sciencedirect.com/science/article/pii/0376738894850283
Vinyl and Vinylidene Polymers,Sulfonated PS (27.5 mo% SO3-)Mg,,,6.9,0.42,0.036,2.2,0.034,,,,,,,,,,,Chen 1994,http://www.sciencedirect.com/science/article/pii/0376738894850283
Vinyl and Vinylidene Polymers,,Poly(cyclohexyl isopropylfumurate),,41,8,3,,,,,,,,,,,,,Choi 1989,http://dx.doi.org/10.1295/polymj.21.433
Vinyl and Vinylidene Polymers,,Poly(s-butyl isopropylfumurate),,51,12,5,,,,,,,,,,,,,Choi 1989,http://dx.doi.org/10.1295/polymj.21.433
Vinyl and Vinylidene Polymers,,Poly(4-methyl pentyl isopropyl fumurate),,156,45,14,,,,,,,,,,,,,Choi 1989,http://dx.doi.org/10.1295/polymj.21.433
Vinyl and Vinylidene Polymers,,Poly(isopropyl t-butylfumurate),,133,21,9,,,,,,,,,,,,,Choi 1989,http://dx.doi.org/10.1295/polymj.21.433
Vinyl and Vinylidene Polymers,,Poly(cyclohexyl t-butylfumurate),,72,17,5,,,,,,,,,,,,,Choi 1989,http://dx.doi.org/10.1295/polymj.21.433
Vinyl and Vinylidene Polymers,,Poly(s-butyl t-butylfumurate),,145,39,13,,,,,,,,,,,,,Choi 1989,http://dx.doi.org/10.1295/polymj.21.433
Vinyl and Vinylidene Polymers,,Poly(4-methyl pentyl t-butylfumurate),,169,49,16,,,,,,,,,,,,,Choi 1989,http://dx.doi.org/10.1295/polymj.21.433
Vinyl and Vinylidene Polymers,,Poly(cyclohexyl vinyl ether),,,3.69,0.99,13.6,,,,,,,,,,,,Sakaguchi 2009,http://dx.doi.org/10.1002/app.30834
Vinyl and Vinylidene Polymers,,Poly(norbornyl vinyl ether),,,3.55,0.96,25,,,,,,,,,,,,Sakaguchi 2009,http://dx.doi.org/10.1002/app.30834
Vinyl and Vinylidene Polymers,,Poly(8-tricyclo[5.2.1.0]decyl vinylether),,,3.06,1.2,12.6,,,,,,,,,,,,Sakaguchi 2009,http://dx.doi.org/10.1002/app.30834
Vinyl and Vinylidene Polymers,,Poly(2-adamanthyl vinyl ether),,,6.01,1.69,25.2,,,,,,,,,,,,Sakaguchi 2009,http://dx.doi.org/10.1002/app.30834
Vinyl and Vinylidene Polymers,,Poly(benzyl vinyl ether),,,2.33,0.79,11.1,,,,,,,,,,,,Sakaguchi 2009,http://dx.doi.org/10.1002/app.30834
Vinyl and Vinylidene Polymers,,Poly(cyclohexylmethyl vinyl ether),,,1.55,0.4,5.89,,,,,,,,,,,,Sakaguchi 2009,http://dx.doi.org/10.1002/app.30834
Vinyl and Vinylidene Polymers,,Poly(8-tricyclo[5.2.1.0]decylmethyl vinyl ether),,,0.81,0.13,2.85,,,,,,,,,,,,Sakaguchi 2009,http://dx.doi.org/10.1002/app.30834
Vinyl and Vinylidene Polymers,,"Poly(1,1-dihydroperfluorooctyl acrylate)",,300,135,54,520,57,,,,,,,,,,,Arnold 2001,http://dx.doi.org/10.1021/ma010355i
Vinyl and Vinylidene Polymers,,Poly(1-1-dihydroperfluorooctyl methacrylate),,82,30,15,130,14,,,,,,,,,,,Arnold 2001,http://dx.doi.org/10.1021/ma010355i
Vinyl and Vinylidene Polymers,,Poly(vinyl p-methylbenzoate),14.6,,1.72,0.339,6.73,0.417,,,,,,,,,,,Terada 1992,http://dx.doi.org/10.1002/polb.1992.090300604
Vinyl and Vinylidene Polymers,,Poly(vinyl o-methylbenzoate),7.06,,0.47,0.0859,2.23,0.115,,,,,,,,,,,Terada 1992,http://dx.doi.org/10.1002/polb.1992.090300604
Vinyl and Vinylidene Polymers,,Poly(vinyl m-methylbenzoate),8.23,,0.496,0.0875,2.13,0.118,,,,,,,,,,,Terada 1992,http://dx.doi.org/10.1002/polb.1992.090300604
Vinyl and Vinylidene Polymers,,Poly(vinyl benzoate),10.7,,,,6.32,,,,,,,,,,,,Terada 1992,http://dx.doi.org/10.1002/polb.1992.090300604
Vinyl and Vinylidene Polymers,,Poly(vinylidene chloride) (Saran®),,,0.00509,0.000939,0.029,,,,,,,,,,,,Hirose 1985,http://dx.doi.org/10.1002/app.1985.070300135
Vinyl and Vinylidene Polymers,,Poly(vinyl cyclohexane carboxylate),15.8,,2.2,0.447,8.3,,,,,,,,,,,,Hirose 1988,http://dx.doi.org/10.1002/app.1988.070350217
Vinyl and Vinylidene Polymers,,Poly(vinyl alcohol),,,7.00E-07,,1.20E-06,,,,,,,,,,,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/app.1993.070480111
Vinyl and Vinylidene Polymers,,Ethylene/vinyl alcohol (32 wt% ethylene),0.0821,,0.00015,,0.0004,,,,,,,,,,,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/app.1993.070480111
Vinyl and Vinylidene Polymers,,Ethylene/vinyl alcohol (38 wt% ethylene),0.147,,0.00049,,0.00128,,,,,,,,,,,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/app.1993.070480111
Vinyl and Vinylidene Polymers,,Ethylene/vinyl alcohol (44 wt% ethylene),0.213,,0.00126,,0.00298,,,,,,,,,,,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/app.1993.070480111
Vinyl and Vinylidene Polymers,,Vinyl alcohol-vinyl butyral (11% VA),,,,,10.6,0.98,,,,,,,,,,,Reimers 1993,http://dx.doi.org/10.1002/polb.1993.090310504
Vinyl and Vinylidene Polymers,,Vinyl alcohol-vinyl butyral (19% VA),,,,,5.82,0.51,,,,,,,,,,,Reimers 1993,http://dx.doi.org/10.1002/polb.1993.090310504
Vinyl and Vinylidene Polymers,,Vinyl alcohol-vinyl butyral (35% VA),,,,,0.883,0.0586,,,,,,,,,,,Reimers 1993,http://dx.doi.org/10.1002/polb.1993.090310504
Vinyl and Vinylidene Polymers,,Vinyl alcohol-vinyl butyral (60% VA),,,,,0.576,0.0017,,,,,,,,,,,Reimers 1993,http://dx.doi.org/10.1002/polb.1993.090310504
Vinyl and Vinylidene Polymers,,Poly(4-vinyl pyridine),12.36,12.64,0.84,0.13,3.31,0.14,,,,,,,,,,,Shieh 1999,http://dx.doi.org/10.1002/(SICI)1099-0488(19991015)37:20%3C2851::AID-POLB5%3E3.0.CO;2-U
